REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,"2015/01/27 10:30:00",5484.05,28,TRADE
VIC1,"2015/01/27 11:00:00",5482.35,28.71,TRADE
VIC1,"2015/01/27 11:30:00",5467.74,29.25,TRADE
VIC1,"2015/01/27 12:00:00",5474.47,28.83,TRADE
VIC1,"2015/01/27 12:30:00",5492.22,27.37,TRADE
VIC1,"2015/01/27 13:00:00",5481.88,24.2,TRADE
VIC1,"2015/01/27 13:30:00",5430.15,21.12,TRADE
VIC1,"2015/01/27 14:00:00",5486.79,27.12,TRADE
VIC1,"2015/01/27 14:30:00",5406.56,24.74,TRADE
VIC1,"2015/01/27 15:00:00",5404.14,22.84,TRADE
VIC1,"2015/01/27 15:30:00",5367.99,22.27,TRADE
VIC1,"2015/01/27 16:00:00",5356.95,21.34,TRADE
VIC1,"2015/01/27 16:30:00",5386.18,21.98,TRADE
VIC1,"2015/01/27 17:00:00",5345.5,20.97,TRADE
VIC1,"2015/01/27 17:30:00",5246.2,19.37,TRADE
VIC1,"2015/01/27 18:00:00",5168.03,19.03,TRADE
VIC1,"2015/01/27 18:30:00",5061.27,19.02,TRADE
VIC1,"2015/01/27 19:00:00",5041.52,19.37,TRADE
VIC1,"2015/01/27 19:30:00",4964.18,18.61,TRADE
VIC1,"2015/01/27 20:00:00",4989.85,19.55,TRADE
VIC1,"2015/01/27 20:30:00",5039.36,13.44,TRADE
VIC1,"2015/01/27 21:00:00",4846.73,19.01,TRADE
VIC1,"2015/01/27 21:30:00",4625.12,18.19,TRADE
VIC1,"2015/01/27 22:00:00",4424.9,16.72,TRADE
VIC1,"2015/01/27 22:30:00",4293.92,12.68,TRADE
VIC1,"2015/01/27 23:00:00",4291.67,14.68,TRADE
VIC1,"2015/01/27 23:30:00",4631.84,15.82,TRADE
VIC1,"2015/01/28 00:00:00",4669.92,17.31,TRADE
VIC1,"2015/01/28 00:30:00",4448.3,16.32,TRADE
VIC1,"2015/01/28 01:00:00",4265.63,13.97,TRADE
VIC1,"2015/01/28 01:30:00",4111.02,10.54,TRADE
VIC1,"2015/01/28 02:00:00",3966.2,5.51,TRADE
VIC1,"2015/01/28 02:30:00",3799.17,5.18,TRADE
VIC1,"2015/01/28 03:00:00",3710.65,2.5,TRADE
VIC1,"2015/01/28 03:30:00",3685.26,2.24,TRADE
VIC1,"2015/01/28 04:00:00",3721.75,7.58,TRADE
VIC1,"2015/01/28 04:30:00",3851.79,10.77,TRADE
VIC1,"2015/01/28 05:00:00",4047.04,12.44,TRADE
VIC1,"2015/01/28 05:30:00",4370.59,15.64,TRADE
VIC1,"2015/01/28 06:00:00",4638.42,18.69,TRADE
VIC1,"2015/01/28 06:30:00",4999.19,19.38,TRADE
VIC1,"2015/01/28 07:00:00",5281.33,19.78,TRADE
VIC1,"2015/01/28 07:30:00",5255.92,19.41,TRADE
VIC1,"2015/01/28 08:00:00",5240.51,19.26,TRADE
VIC1,"2015/01/28 08:30:00",5247.66,19.7,TRADE
VIC1,"2015/01/28 09:00:00",5223.45,20.4,TRADE
VIC1,"2015/01/28 09:30:00",5264.37,19.65,TRADE
VIC1,"2015/01/28 10:00:00",5302.84,19.34,TRADE
VIC1,"2015/01/28 10:30:00",5332.62,19.38,TRADE
VIC1,"2015/01/28 11:00:00",5371.14,19.35,TRADE
VIC1,"2015/01/28 11:30:00",5399.4,19.39,TRADE
VIC1,"2015/01/28 12:00:00",5418.43,19.55,TRADE
VIC1,"2015/01/28 12:30:00",5385.48,19.45,TRADE
VIC1,"2015/01/28 13:00:00",5412.42,19.46,TRADE
VIC1,"2015/01/28 13:30:00",5390.41,19.5,TRADE
VIC1,"2015/01/28 14:00:00",5388.32,19.53,TRADE
VIC1,"2015/01/28 14:30:00",5401.71,19.63,TRADE
VIC1,"2015/01/28 15:00:00",5402.15,19.69,TRADE
VIC1,"2015/01/28 15:30:00",5394.76,19.76,TRADE
VIC1,"2015/01/28 16:00:00",5427.21,20.26,TRADE
VIC1,"2015/01/28 16:30:00",5410.22,21.54,TRADE
VIC1,"2015/01/28 17:00:00",5388.8,20.76,TRADE
VIC1,"2015/01/28 17:30:00",5258.6,18.9,TRADE
VIC1,"2015/01/28 18:00:00",5205.59,17.52,TRADE
VIC1,"2015/01/28 18:30:00",5060.5,16.67,TRADE
VIC1,"2015/01/28 19:00:00",5011.29,16.45,TRADE
VIC1,"2015/01/28 19:30:00",4932.09,16.51,TRADE
VIC1,"2015/01/28 20:00:00",4938.84,17.34,TRADE
VIC1,"2015/01/28 20:30:00",5067.66,19.05,TRADE
VIC1,"2015/01/28 21:00:00",4929.72,17.36,TRADE
VIC1,"2015/01/28 21:30:00",4680.82,17.24,TRADE
VIC1,"2015/01/28 22:00:00",4474.63,15.78,TRADE
VIC1,"2015/01/28 22:30:00",4345.65,14.91,TRADE
VIC1,"2015/01/28 23:00:00",4356.61,15.51,TRADE
VIC1,"2015/01/28 23:30:00",4641.37,16.99,TRADE
VIC1,"2015/01/29 00:00:00",4774.51,16.05,TRADE
VIC1,"2015/01/29 00:30:00",4547.84,16.41,TRADE
VIC1,"2015/01/29 01:00:00",4375.32,15.63,TRADE
VIC1,"2015/01/29 01:30:00",4228.79,11.32,TRADE
VIC1,"2015/01/29 02:00:00",4058.31,11.15,TRADE
VIC1,"2015/01/29 02:30:00",3942.3,8.96,TRADE
VIC1,"2015/01/29 03:00:00",3882.81,9.07,TRADE
VIC1,"2015/01/29 03:30:00",3878.71,8.22,TRADE
VIC1,"2015/01/29 04:00:00",3904.76,10.05,TRADE
VIC1,"2015/01/29 04:30:00",4026.58,11.95,TRADE
VIC1,"2015/01/29 05:00:00",4226.66,13.16,TRADE
VIC1,"2015/01/29 05:30:00",4590.33,17.14,TRADE
VIC1,"2015/01/29 06:00:00",4838.78,19.34,TRADE
VIC1,"2015/01/29 06:30:00",5208.9,18.01,TRADE
VIC1,"2015/01/29 07:00:00",5501.49,20.76,TRADE
VIC1,"2015/01/29 07:30:00",5460.79,27.27,TRADE
VIC1,"2015/01/29 08:00:00",5468.89,26.36,TRADE
VIC1,"2015/01/29 08:30:00",5460.68,27.02,TRADE
VIC1,"2015/01/29 09:00:00",5421.27,21.27,TRADE
VIC1,"2015/01/29 09:30:00",5432.64,26.04,TRADE
VIC1,"2015/01/29 10:00:00",5396.04,26.82,TRADE
VIC1,"2015/01/29 10:30:00",5428.26,26.44,TRADE
VIC1,"2015/01/29 11:00:00",5476.32,25.9,TRADE
VIC1,"2015/01/29 11:30:00",5450.63,26.01,TRADE
VIC1,"2015/01/29 12:00:00",5445.78,26.69,TRADE
VIC1,"2015/01/29 12:30:00",5469.45,26.91,TRADE
VIC1,"2015/01/29 13:00:00",5451.71,23.84,TRADE
VIC1,"2015/01/29 13:30:00",5445.05,22.9,TRADE
VIC1,"2015/01/29 14:00:00",5440.23,17.73,TRADE
VIC1,"2015/01/29 14:30:00",5378.31,27.04,TRADE
VIC1,"2015/01/29 15:00:00",5326.06,21.49,TRADE
VIC1,"2015/01/29 15:30:00",5336.18,22.24,TRADE
VIC1,"2015/01/29 16:00:00",5363.55,23.57,TRADE
VIC1,"2015/01/29 16:30:00",5369.8,23.27,TRADE
VIC1,"2015/01/29 17:00:00",5345.87,19.37,TRADE
VIC1,"2015/01/29 17:30:00",5279.38,18.83,TRADE
VIC1,"2015/01/29 18:00:00",5222.2,18.55,TRADE
VIC1,"2015/01/29 18:30:00",5128.7,18.42,TRADE
VIC1,"2015/01/29 19:00:00",5109.05,18.43,TRADE
VIC1,"2015/01/29 19:30:00",5067.27,18.48,TRADE
VIC1,"2015/01/29 20:00:00",5030.79,17.79,TRADE
VIC1,"2015/01/29 20:30:00",5085.14,14.2,TRADE
VIC1,"2015/01/29 21:00:00",4959.43,14.21,TRADE
VIC1,"2015/01/29 21:30:00",4744.93,16.62,TRADE
VIC1,"2015/01/29 22:00:00",4631.45,15.6,TRADE
VIC1,"2015/01/29 22:30:00",4581.4,17.12,TRADE
VIC1,"2015/01/29 23:00:00",4539.39,15.58,TRADE
VIC1,"2015/01/29 23:30:00",4894.73,17.81,TRADE
VIC1,"2015/01/30 00:00:00",4953.13,15.93,TRADE
VIC1,"2015/01/30 00:30:00",4678.69,14.2,TRADE
VIC1,"2015/01/30 01:00:00",4498.77,13.58,TRADE
VIC1,"2015/01/30 01:30:00",4353.68,12.89,TRADE
VIC1,"2015/01/30 02:00:00",4245.8,13.07,TRADE
VIC1,"2015/01/30 02:30:00",4087.86,12.15,TRADE
VIC1,"2015/01/30 03:00:00",4079.49,12.36,TRADE
VIC1,"2015/01/30 03:30:00",4048.08,11.65,TRADE
VIC1,"2015/01/30 04:00:00",4107.36,13.14,TRADE
VIC1,"2015/01/30 04:30:00",4239.9,14.75,TRADE
VIC1,"2015/01/30 05:00:00",4385.9,14.88,TRADE
VIC1,"2015/01/30 05:30:00",4744.25,14.54,TRADE
VIC1,"2015/01/30 06:00:00",5056.24,19.01,TRADE
VIC1,"2015/01/30 06:30:00",5434.89,26.77,TRADE
VIC1,"2015/01/30 07:00:00",5641.76,28.92,TRADE
VIC1,"2015/01/30 07:30:00",5555.62,27.48,TRADE
VIC1,"2015/01/30 08:00:00",5554.97,27.25,TRADE
VIC1,"2015/01/30 08:30:00",5477.99,26.68,TRADE
VIC1,"2015/01/30 09:00:00",5463.61,26.77,TRADE
VIC1,"2015/01/30 09:30:00",5500.18,27.35,TRADE
VIC1,"2015/01/30 10:00:00",5506.53,27.43,TRADE
VIC1,"2015/01/30 10:30:00",5536.83,26.38,TRADE
VIC1,"2015/01/30 11:00:00",5542.76,27.34,TRADE
VIC1,"2015/01/30 11:30:00",5549.45,26.41,TRADE
VIC1,"2015/01/30 12:00:00",5562.16,27.17,TRADE
VIC1,"2015/01/30 12:30:00",5527.94,26.49,TRADE
VIC1,"2015/01/30 13:00:00",5503.99,25.44,TRADE
VIC1,"2015/01/30 13:30:00",5504.42,25.54,TRADE
VIC1,"2015/01/30 14:00:00",5447.98,23.35,TRADE
VIC1,"2015/01/30 14:30:00",5435.61,23.26,TRADE
VIC1,"2015/01/30 15:00:00",5431.6,18.79,TRADE
VIC1,"2015/01/30 15:30:00",5509.27,14.59,TRADE
VIC1,"2015/01/30 16:00:00",5489.16,21.8,TRADE
VIC1,"2015/01/30 16:30:00",5413.89,24.47,TRADE
VIC1,"2015/01/30 17:00:00",5388.1,24.2,TRADE
VIC1,"2015/01/30 17:30:00",5251.43,24.18,TRADE
VIC1,"2015/01/30 18:00:00",5204.72,23.73,TRADE
VIC1,"2015/01/30 18:30:00",5061.45,17.06,TRADE
VIC1,"2015/01/30 19:00:00",5015.34,21.98,TRADE
VIC1,"2015/01/30 19:30:00",5001.49,20.37,TRADE
VIC1,"2015/01/30 20:00:00",5031.1,20.93,TRADE
VIC1,"2015/01/30 20:30:00",5034.99,23.02,TRADE
VIC1,"2015/01/30 21:00:00",4904.24,20.84,TRADE
VIC1,"2015/01/30 21:30:00",4728.26,14.2,TRADE
VIC1,"2015/01/30 22:00:00",4554.71,14.88,TRADE
VIC1,"2015/01/30 22:30:00",4495.37,16.3,TRADE
VIC1,"2015/01/30 23:00:00",4484.94,14.57,TRADE
VIC1,"2015/01/30 23:30:00",4810.4,17.52,TRADE
VIC1,"2015/01/31 00:00:00",4829.44,15,TRADE
VIC1,"2015/01/31 00:30:00",4529.5,14.1,TRADE
VIC1,"2015/01/31 01:00:00",4305.32,14.2,TRADE
VIC1,"2015/01/31 01:30:00",4136.21,13.63,TRADE
VIC1,"2015/01/31 02:00:00",3913.22,12.31,TRADE
VIC1,"2015/01/31 02:30:00",3805.93,11.05,TRADE
VIC1,"2015/01/31 03:00:00",3665.38,11.1,TRADE
VIC1,"2015/01/31 03:30:00",3643.22,11.13,TRADE
VIC1,"2015/01/31 04:00:00",3643.17,11.64,TRADE
VIC1,"2015/01/31 04:30:00",3698.41,11.81,TRADE
VIC1,"2015/01/31 05:00:00",3728.88,11.84,TRADE
VIC1,"2015/01/31 05:30:00",3867.7,12.68,TRADE
VIC1,"2015/01/31 06:00:00",3918.4,13,TRADE
VIC1,"2015/01/31 06:30:00",4064.06,13,TRADE
VIC1,"2015/01/31 07:00:00",4214.66,14.14,TRADE
VIC1,"2015/01/31 07:30:00",4240.24,16.06,TRADE
VIC1,"2015/01/31 08:00:00",4334.83,17.04,TRADE
VIC1,"2015/01/31 08:30:00",4481.62,15.58,TRADE
VIC1,"2015/01/31 09:00:00",4551.74,21.21,TRADE
VIC1,"2015/01/31 09:30:00",4598.74,18.74,TRADE
VIC1,"2015/01/31 10:00:00",4634.55,23.15,TRADE
VIC1,"2015/01/31 10:30:00",4611.01,23.35,TRADE
VIC1,"2015/01/31 11:00:00",4607,23.89,TRADE
VIC1,"2015/01/31 11:30:00",4555.95,22.69,TRADE
VIC1,"2015/01/31 12:00:00",4510.92,16.87,TRADE
VIC1,"2015/01/31 12:30:00",4472.16,14.24,TRADE
VIC1,"2015/01/31 13:00:00",4445.4,17.31,TRADE
VIC1,"2015/01/31 13:30:00",4389.27,15.75,TRADE
VIC1,"2015/01/31 14:00:00",4380.68,16.71,TRADE
VIC1,"2015/01/31 14:30:00",4380.48,19.61,TRADE
VIC1,"2015/01/31 15:00:00",4350.39,18.18,TRADE
VIC1,"2015/01/31 15:30:00",4361.02,18.06,TRADE
VIC1,"2015/01/31 16:00:00",4406.74,18.55,TRADE
VIC1,"2015/01/31 16:30:00",4470.27,18.35,TRADE
VIC1,"2015/01/31 17:00:00",4515.45,18.46,TRADE
VIC1,"2015/01/31 17:30:00",4544.42,18.3,TRADE
VIC1,"2015/01/31 18:00:00",4570.69,18.39,TRADE
VIC1,"2015/01/31 18:30:00",4559.29,18.27,TRADE
VIC1,"2015/01/31 19:00:00",4565.88,18.31,TRADE
VIC1,"2015/01/31 19:30:00",4536.36,18.28,TRADE
VIC1,"2015/01/31 20:00:00",4599.12,18.31,TRADE
VIC1,"2015/01/31 20:30:00",4666.51,17.16,TRADE
VIC1,"2015/01/31 21:00:00",4571.63,16.51,TRADE
VIC1,"2015/01/31 21:30:00",4437.92,15.63,TRADE
VIC1,"2015/01/31 22:00:00",4284.56,16.49,TRADE
VIC1,"2015/01/31 22:30:00",4219.33,15.87,TRADE
VIC1,"2015/01/31 23:00:00",4244.71,14.35,TRADE
VIC1,"2015/01/31 23:30:00",4583.56,15,TRADE
VIC1,"2015/02/01 00:00:00",4615.99,15.29,TRADE
